provider_id,provider_name,system_family,indicator_id,indicator_name,pillar,subpillar,indicator_value,norm_known,norm_evidence,evidence_url,evidence_excerpt
inria,INRIA/CNRS/Sorbonne,CamemBERT,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
inria,INRIA/CNRS/Sorbonne,CamemBERT,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,1,0.5,0.5,https://huggingface.co/LeoLM/discussions,Public Hugging Face 'Discussions' exist for model feedback.
lnu_lm,LMU/LAION,LeoLM,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://huggingface.co/LeoLM,Model card available on model hub/repo.
lnu_lm,LMU/LAION,LeoLM,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://huggingface.co/LeoLM,Training data sources described at high-level/dataset list depending on family.
lnu_lm,LMU/LAION,LeoLM,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Yes,1.0,1.0,https://huggingface.co/LeoLM,License/terms listed: Apache-2.0
lnu_lm,LMU/LAION,LeoLM,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Yes,1.0,1.0,https://huggingface.co/LeoLM#files,Versioned releases available (GitHub/HF tags).
lnu_lm,LMU/LAION,LeoLM,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://huggingface.co/LeoLM,Weights available for download (model hub/repo).
lnu_lm,LMU/LAION,LeoLM,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
lnu_lm,LMU/LAION,LeoLM,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,1,0.5,0.5,https://huggingface.co/baichuan-inc/discussions,Public Hugging Face 'Discussions' exist for model feedback.
baichuan,Baichuan AI,Baichuan 2,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://huggingface.co/baichuan-inc,Model card available on model hub/repo.
baichuan,Baichuan AI,Baichuan 2,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://huggingface.co/baichuan-inc,Training data sources described at high-level/dataset list depending on family.
baichuan,Baichuan AI,Baichuan 2,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,No,0.0,0.0,https://huggingface.co/baichuan-inc,License/terms listed: Baichuan License
baichuan,Baichuan AI,Baichuan 2,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Yes,1.0,1.0,https://huggingface.co/baichuan-inc#files,Versioned releases available (GitHub/HF tags).
baichuan,Baichuan AI,Baichuan 2,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://huggingface.co/baichuan-inc,Some weights available (subset/variants); others not.
baichuan,Baichuan AI,Baichuan 2,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
baichuan,Baichuan AI,Baichuan 2,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,1,0.5,0.5,https://github.com/OpenBMB/MiniCPM/issues,Public GitHub issues exist for bug reports/feedback.
minicpm,OpenBMB,MiniCPM,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,TRA1,System/model card published,Transparency,System/model card published,Yes,1.0,1.0,https://github.com/OpenBMB/MiniCPM,Model card available on model hub/repo.
minicpm,OpenBMB,MiniCPM,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,1,0.5,0.5,https://github.com/OpenBMB/MiniCPM,Training data sources described at high-level/dataset list depending on family.
minicpm,OpenBMB,MiniCPM,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Yes,1.0,1.0,https://github.com/OpenBMB/MiniCPM,License/terms listed: Apache-2.0
minicpm,OpenBMB,MiniCPM,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Yes,1.0,1.0,https://github.com/OpenBMB/MiniCPM/releases,Versioned releases available (GitHub/HF tags).
minicpm,OpenBMB,MiniCPM,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,TRA10,Open weights availability,Transparency,Open weights availability,Yes,1.0,1.0,https://github.com/OpenBMB/MiniCPM,Weights available for download (model hub/repo).
minicpm,OpenBMB,MiniCPM,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
minicpm,OpenBMB,MiniCPM,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
internlm,Shanghai AI Lab,InternLM,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
internlm,Shanghai AI Lab,InternLM,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
internlm,Shanghai AI Lab,InternLM,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,1,0.5,0.5,https://github.com/InternLM/InternLM/issues,Public GitHub issues exist for bug reports/feedback.
internlm,Shanghai AI Lab,InternLM,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
internlm,Shanghai AI Lab,InternLM,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
